Time (s),Channel 1 (V),Channel 2 (V)
0.009918091111111112,-0.52735576203676038,-0.98026918777008176
0.0099181111111111119,0.52367685774446104,0.55023407782348166
0.0099181311111111118,0.51407385019119256,0.54121933345789186
0.0099181511111111117,0.51142474465910504,0.53654502156437622
0.0099181711111111116,0.50413970444619804,0.52318984472624364
0.0099181911111111114,0.5008283225311555,0.50682975309967737
0.0099182111111111113,0.49155645316920304,0.49981828525969907
0.0099182311111111112,0.48427141295623466,0.49748112931303401
0.0099182511111111111,0.48096003104124002,0.47978552000260477
0.009918271111111111,0.4723504380623208,0.46843361969017971
0.0099182911111111108,0.46804564157277889,0.45975275474538607
0.0099183111111111107,0.45943604859390241,0.45140576922157555
0.0099183311111111106,0.45546239029579955,0.44673145732815017
0.0099183511111111105,0.4498330410403793,0.43938611006729122
0.0099183711111111121,0.44387255359291428,0.42636481264910031
0.009918391111111112,0.43824320433721925,0.4100047210226539
0.0099184111111111119,0.42665336763499484,0.3993205795521953
0.0099184311111111118,0.4223485711454556,0.38897031750262012
0.0099184511111111116,0.41572580731550968,0.37628289950652116
0.0099184711111111115,0.41042759625151087,0.36793591398272174
0.0099184911111111114,0.4034736942300291,0.3599228078798507
0.0099185111111111113,0.39486410125107013,0.34923866640937812
0.0099185311111111112,0.38890361380409599,0.33588348957129199
0.009918551111111111,0.37930060625065432,0.32887202173126789
0.0099185711111111109,0.37598922433560295,0.32119279504937542
0.0099185911111111108,0.36903532231419595,0.30583434168570905
0.0099186111111111107,0.36473052582465443,0.29381468253135562
0.0099186311111111106,0.35545865646283709,0.289140370637815
0.0099186511111111104,0.35016044539872276,0.28313054106072244
0.0099186711111111121,0.34651792529158715,0.26743820827524339
0.0099186911111111119,0.33625264135533778,0.25775570506759626
0.0099187111111111118,0.33194784486574269,0.24707156359717525
0.0099187311111111117,0.32366939007827861,0.238056819231376
0.0099187511111111116,0.31539093529090378,0.22503552181423642
0.0099187711111111115,0.31241069156734447,0.2116803449761831
0.0099187911111111113,0.30280768401390273,0.20133008292668136
0.0099188111111111112,0.2965160583754301,0.19398473566573401
0.0099188311111111111,0.29121784731145223,0.18396835303717185
0.009918851111111111,0.28459508348149304,0.17295033214576264
0.0099188711111111109,0.2756543523110625,0.16426946720097585
0.0099188911111111108,0.2693627266725393,0.15592248167716563
0.0099189111111111106,0.26340223922555689,0.14790937557430561
0.0099189311111111105,0.25677947539560619,0.13655747526203563
0.0099189511111111104,0.2518124025230668,0.11819410710992546
0.009918971111111112,0.23922915124583477,0.11285203637364491
0.0099189911111111119,0.2392291512455568,0.10684220679619354
0.0099190111111111118,0.23061955826666408,0.091149874011644885
0.0099190311111111117,0.22465907081965611,0.083136767908697534
0.0099190511111111115,0.21704289241518923,0.070449349912569167
0.0099190711111111114,0.20942671401072807,0.061434605546846606
0.0099190911111111113,0.20247281198926745,0.050750464076370426
0.0099191111111111112,0.19816801549978619,0.034724251870667064
0.0099191311111111111,0.18757159337185514,0.023038472137325919
0.0099191511111111109,0.18392907326530458,0.014023727771592274
0.0099191711111111108,0.17167696017999098,0.0046751039849371491
0.0099191911111111107,0.16902785464779724,-0.0030041226969980527
0.0099192111111111106,0.15975598528601823,-0.017694817218701482
0.0099192311111111105,0.15081525411554614,-0.026709561584598043
0.0099192511111111121,0.14717273400828898,-0.034054908846430282
0.009919271111111112,0.13756972645491403,-0.045740688579719656
0.0099192911111111118,0.13028468624201525,-0.05642483005002822
0.0099193111111111117,0.12531761336952887,-0.061766900785431664
0.0099193311111111116,0.12001940230548384,-0.074120439360637932
0.0099193511111111115,0.11074753294357113,-0.085472339672971673
0.0099193711111111114,0.10544932187958046,-0.093485445775870715
0.0099193911111111113,0.097833143475113571,-0.10951165798157408
0.0099194111111111111,0.087898997730156761,-0.12320071424061237
0.009919431111111111,0.082600786666152379,-0.13188157918539795
0.0099194511111111109,0.074322331878723613,-0.14123020297205033
0.0099194711111111108,0.06836184443170841,-0.15491925923101163
0.0099194911111111107,0.06041452783578994,-0.16560340070155161
0.0099195111111111105,0.049155829324936763,-0.17228098912071307
0.0099195311111111104,0.049155829324537416,-0.18830720132608483
0.009919551111111112,0.032930057941339554,-0.18964271901109292
0.0099195711111111119,0.041208512727811814,-0.20299789584935882
0.0099195911111111118,0.020015668472555068,-0.22169514342199675
0.0099196111111111117,0.022333635812952987,-0.21568531384555731
0.0099196311111111116,0.020346806663577632,-0.24239566752124431
0.0099196511111111114,-0.0064753868473156105,-0.23772135562815969
0.0099196711111111113,0.018028839323340543,-0.25875575914813448
0.0099196911111111112,-0.022701158230982395,-0.27678524787955072
0.0099197111111111111,-0.0051508340816912024,-0.27578360961673754
0.009919731111111111,-0.042238311529082737,-0.2777868861424258
0.0099197511111111109,-0.016409532593081966,-0.28546611282424533
0.0099197711111111107,-0.05382814823115379,-0.30349560155545452
0.0099197911111111106,-0.034953271317195,-0.30316172213497833
0.0099198111111111105,-0.052503595465459206,-0.33755130249194476
0.0099198311111111121,-0.071378472380900948,-0.31584914013209514
0.009919851111111112,-0.053828148233001909,-0.33621578481033637
0.0099198711111111119,-0.077670098020222442,-0.360922861960073
0.0099198911111111118,-0.079656927168899078,-0.36225837964479185
0.0099199111111111116,-0.069060505041906486,-0.39998675421156887
0.0099199311111111115,-0.10879708802093459,-0.3949785628973394
0.0099199511111111114,-0.087935381956778261,-0.39397692463477935
0.0099199711111111113,-0.10184318599973766,-0.43370857572800403
0.0099199911111111112,-0.13032107046861385,-0.41367581047087482
0.009920011111111111,-0.092571316638079132,-0.43838288762113076
0.0099200311111111109,-0.16211033685165466,-0.44138780240992709
0.0099200511111111108,-0.11277074632031532,-0.44372495835660308
0.0099200711111111107,-0.15913009312798138,-0.46375772361333795
0.0099200911111111106,-0.14422887451227337,-0.4664287589814447
0.0099201111111111104,-0.15548757302233221,-0.47644514160975876
0.0099201311111111121,-0.16873310068283026,-0.48178721234584454
0.0099201511111111119,-0.16939537706594182,-0.49213747439574212
0.0099201711111111118,-0.17336903536437043,-0.51350575733628767
0.0099201911111111117,-0.19290618866207776,-0.52118498401827074
0.0099202111111111116,-0.18131635196034132,-0.53253688433053714
0.0099202311111111115,-0.21211220376922316,-0.53754507564486687
0.0099202511111111114,-0.19853553791795281,-0.5468936994315271
0.0099202711111111112,-0.21906610579086352,-0.55624232321818734
0.0099202911111111111,-0.22171521132286828,-0.55757784090200335
0.009920311111111111,-0.22800683696131607,-0.57193465600285698
0.0099203311111111109,-0.23992781185519257,-0.58729310936664336
0.0099203511111111108,-0.23794098270646052,-0.59397069778584821
0.0099203711111111106,-0.2432391937702586,-0.61967941319869679
0.0099203911111111105,-0.26641886717461305,-0.61634061899006021
0.0099204111111111104,-0.25184878675005634,-0.62502148393437507
0.009920431111111112,-0.27237935462257951,-0.64138157556161302
0.0099204511111111119,-0.27535959834599166,-0.64438649035047357
0.0099204711111111118,-0.27602187472940803,-0.65640614950472465
0.0099204911111111117,-0.29257878430396339,-0.66742417039601587
0.0099205111111111115,-0.29092309334664884,-0.67209848228948199
0.0099205311111111114,-0.30151951547458278,-0.68612141796936577
0.0099205511111111113,-0.30979797026201872,-0.68779081507415107
0.0099205711111111112,-0.30781114111302738,-0.69847495654462
0.0099205911111111111,-0.32171894515591631,-0.7094929774360399
0.0099206111111111109,-0.32238122153903392,-0.71884160122271534
0.0099206311111111108,-0.33496447281580033,-0.7281902250093758
0.0099206511111111107,-0.3452297567522995,-0.73319841632374649
0.0099206711111111106,-0.34655430951853772,-0.7422131606893454
0.0099206911111111105,-0.35814414622064655,-0.75189566389693563
0.0099207111111111121,-0.35979983717907343,-0.76525084073566096
0.009920731111111112,-0.37105853568973896,-0.76959127320813492
0.0099207511111111119,-0.37436991760476435,-0.77660274104826044
0.0099207711111111117,-0.3790058522857761,-0.78795464136060944
0.0099207911111111116,-0.38496633973278033,-0.79830490341007765
0.0099208111111111115,-0.39258251813723094,-0.80598413009199354
0.0099208311111111114,-0.39887414377570574,-0.81499887445771868
0.0099208511111111113,-0.40549690760567719,-0.82668465419104331
0.0099208711111111111,-0.41278194781864552,-0.83670103681960795
0.009920891111111111,-0.42006698803161385,-0.84571578118532154
0.0099209111111111109,-0.42933885739354677,-0.85339500786723266
0.0099209311111111108,-0.43231910111714533,-0.86541466702143321
0.0099209511111111107,-0.44125983228746557,-0.87843596443854355
0.0099209711111111105,-0.44887601069197158,-0.88511355285777416
0.0099209911111111104,-0.45318080718157033,-0.89179114127681713
0.009921011111111112,-0.45748560367154345,-0.89613157374986696
0.0099210311111111119,-0.46477064388450068,-0.90548019753641495
0.0099210511111111118,-0.47172454590598878,-0.91149002711351668
0.0099210711111111117,-0.47934072431030383,-0.91616433900699257
0.0099210911111111116,-0.48000300069350654,-0.92751623931932314
0.0099211111111111114,-0.49357966654481827,-0.93619710426403246
0.0099211311111111113,-0.49424194292784795,-0.94020365731550204
0.0099211511111111112,-0.50285153590680665,-0.95489435183739002
0.0099211711111111111,-0.51377909622625373,-0.9595686637307429
0.009921191111111111,-0.5141102344178391,-0.96557849330787082
0.0099212111111111109,-0.52305096558817887,-0.98394186146006501
0.0099212311111111107,-0.52603120931178515,-0.99095332930028746
0.0099212511111111106,-0.53033600580123208,-0.99729703829839567
0.0099212711111111105,-0.54126356612047377,-1.0006358325080127
0.0099212911111111121,-0.53960787516397013,-1.010318335716097
0.009921311111111112,-0.55318454101523828,-1.0169959241348663
0.0099213311111111119,-0.56212527218521102,-1.0163281652934542
0.0099213511111111118,-0.55550250835577109,-1.0313527392363011
0.0099213711111111116,-0.56974145059005377,-1.0463773131787368
0.0099213911111111115,-0.57603307622847988,-1.040367483601746
0.0099214111111111114,-0.57901331995202476,-1.0453756749160574
0.0099214311111111113,-0.58994088027145741,-1.0543904192817684
0.0099214511111111112,-0.58629836016497328,-1.0654084401731894
0.009921471111111111,-0.59258998580340072,-1.0784297375903142
0.0099214911111111109,-0.60848461899523121,-1.0797652552742452
0.0099215111111111108,-0.59821933505920399,-1.0921187938492942
0.0099215311111111107,-0.61709421197397274,-1.1058078501083028
